w3mpro,w3sigmpro,w3snr,w3rchi2,w3mag_1,w3mag_2,w3mag_3,w3mag_4,w3mag_5,w3mag_6,w3mag_7,w3mag_8,w3mag_1_w3mag_2,w3mag_2_w3mag_3,w3mag_3_w3mag_4,w3mag_4_w3mag_5,w3mag_5_w3mag_6,w3mag_6_w3mag_7,w3mag_7_w3mag_8,class
9.039,0.033,32.7,1.028,10.469,9.891,9.586,9.429,9.35,9.311,9.293,9.284,0.5779999999999994,0.3049999999999997,0.15700000000000003,0.07900000000000063,0.0389999999999997,0.018000000000000682,0.008999999999998565,real
7.287,0.067,16.2,1.108,7.267,6.608,6.248,6.04,5.916,5.838,5.783,5.739,0.6590000000000007,0.35999999999999943,0.20800000000000018,0.12399999999999967,0.07800000000000029,0.054999999999999716,0.04400000000000048,real
5.917,0.024,45.6,1.723,7.411,6.836,6.539,6.397,6.353,6.37,6.426,6.51,0.5749999999999993,0.2970000000000006,0.14199999999999946,0.04400000000000048,0.017000000000000348,0.05600000000000005,0.08399999999999963,real
9.085,0.033,33.4,1.165,10.41,9.75,9.355,9.098,8.929,8.817,8.745,8.699,0.6600000000000001,0.3949999999999996,0.2569999999999997,0.16900000000000048,0.1120000000000001,0.07200000000000095,0.045999999999999375,real
7.235,0.019,58.2,1.021,8.644,8.066,7.756,7.594,7.514,7.478,7.468,7.469,0.5779999999999994,0.3100000000000005,0.16199999999999992,0.08000000000000007,0.036000000000000476,0.009999999999999787,0.001000000000000334,real
5.205,0.016,68.7,6.476,6.691,6.074,5.72,5.493,5.343,5.246,5.184,5.143,0.617,0.3540000000000001,0.22699999999999942,0.15000000000000036,0.09699999999999953,0.06200000000000028,0.04100000000000037,real
10.234,0.081,13.4,0.8567,11.646,11.081,10.782,10.632,10.565,10.533,10.511,10.487,0.5650000000000013,0.2989999999999995,0.15000000000000036,0.06700000000000017,0.03200000000000003,0.02200000000000024,0.023999999999999133,real
7.077,0.018,61.8,0.7063,8.485,7.896,7.579,7.406,7.313,7.26,7.228,7.205,0.5889999999999995,0.31700000000000017,0.17300000000000004,0.09299999999999997,0.052999999999999936,0.03200000000000003,0.022999999999999687,real
10.015,0.065,16.7,0.9762,11.427,10.861,10.577,10.454,10.412,10.408,10.412,10.425,0.565999999999999,0.2840000000000007,0.12299999999999933,0.041999999999999815,0.004000000000001336,0.004000000000001336,0.0129999999999999,real
10.432,0.082,13.2,1.044,11.86,11.305,11.036,10.921,10.877,10.86,10.875,10.919,0.5549999999999997,0.26900000000000013,0.11500000000000021,0.04399999999999871,0.017000000000001236,0.015000000000000568,0.04400000000000048,real
7.896,0.02,53.1,0.9602,9.322,8.738,8.419,8.242,8.144,8.088,8.056,8.036,0.5839999999999996,0.31899999999999906,0.1769999999999996,0.09800000000000075,0.05600000000000094,0.03200000000000003,0.019999999999999574,real
6.745,0.015,73.7,1.066,8.149,7.565,7.248,7.076,6.984,6.934,6.904,6.884,0.5839999999999987,0.31700000000000017,0.1720000000000006,0.09199999999999964,0.04999999999999982,0.03000000000000025,0.019999999999999574,real
9.266,0.039,28.0,0.9435,10.714,10.138,9.825,9.638,9.485,9.307,9.095,8.885,0.5760000000000005,0.3130000000000006,0.1869999999999994,0.15300000000000047,0.17799999999999905,0.21199999999999974,0.21000000000000085,real
10.085,0.073,15.0,0.933,10.312,9.904,9.652,9.504,9.427,9.385,9.293,9.14,0.4079999999999995,0.25200000000000067,0.1479999999999997,0.07699999999999996,0.041999999999999815,0.09200000000000053,0.1529999999999987,real
6.385,0.016,67.9,3.081,7.799,7.204,6.878,6.692,6.586,6.526,6.492,6.47,0.5950000000000006,0.3259999999999996,0.18599999999999994,0.10599999999999987,0.0600000000000005,0.03399999999999981,0.02200000000000024,real
9.661,0.047,22.9,0.8538,11.09,10.512,10.198,10.025,9.918,9.846,9.796,9.75,0.5779999999999994,0.31400000000000006,0.17300000000000004,0.1070000000000011,0.07199999999999918,0.05000000000000071,0.045999999999999375,real
6.428,0.019,56.1,0.6666,7.845,7.261,6.941,6.768,6.667,6.596,6.532,6.455,0.5839999999999996,0.3200000000000003,0.17300000000000004,0.10099999999999998,0.07099999999999973,0.06400000000000006,0.07699999999999996,real
5.97,0.017,65.6,1.814,7.409,6.842,6.553,6.416,6.374,6.39,6.438,6.497,0.5670000000000002,0.2889999999999997,0.13699999999999957,0.0420000000000007,0.016000000000000014,0.04800000000000004,0.05900000000000016,real
4.115,0.015,73.2,1.896,5.558,4.961,4.634,4.448,4.346,4.29,4.259,4.241,0.5969999999999995,0.32699999999999996,0.18599999999999994,0.10200000000000031,0.05600000000000005,0.030999999999999694,0.018000000000000682,real
2.469,0.012,88.3,2.504,4.831,4.112,3.695,3.445,3.303,3.227,3.185,3.16,0.7190000000000003,0.41700000000000026,0.25,0.1419999999999999,0.07600000000000007,0.041999999999999815,0.02499999999999991,real
8.616,0.033,32.8,1.217,10.108,9.608,9.423,9.454,9.665,10.092,9.996,10.378,0.5,0.1850000000000005,0.031000000000000583,0.21099999999999852,0.4270000000000014,0.09600000000000009,0.3819999999999997,real
9.726,0.048,22.7,0.9683,11.164,10.603,10.326,10.207,10.167,10.156,10.152,10.15,0.5609999999999999,0.27699999999999925,0.11899999999999977,0.040000000000000924,0.010999999999999233,0.004000000000001336,0.0019999999999988916,real
9.935,0.053,20.6,0.9922,11.372,10.791,10.476,10.313,10.238,10.211,10.205,10.198,0.5809999999999995,0.3149999999999995,0.16300000000000026,0.07500000000000107,0.026999999999999247,0.006000000000000227,0.006999999999999673,real
9.965,0.058,18.8,1.025,11.41,10.838,10.535,10.381,10.308,10.276,10.275,10.297,0.572000000000001,0.30299999999999905,0.15399999999999991,0.0730000000000004,0.03200000000000003,9.999999999994458E-4,0.02200000000000024,real
6.824,0.016,67.6,2.213,8.263,7.688,7.386,7.233,7.167,7.153,7.171,7.206,0.5750000000000002,0.3019999999999996,0.15300000000000047,0.06599999999999984,0.014000000000000234,0.018000000000000682,0.03500000000000014,real
8.547,0.026,41.0,0.9826,9.973,9.386,9.067,8.89,8.783,8.711,8.657,8.615,0.5870000000000015,0.31899999999999906,0.1769999999999996,0.1070000000000011,0.07199999999999918,0.05400000000000027,0.041999999999999815,real
6.859,0.021,52.5,0.7267,8.291,7.709,7.399,7.234,7.147,7.1,7.078,7.072,0.5820000000000007,0.3099999999999996,0.16500000000000004,0.08699999999999974,0.0470000000000006,0.021999999999999353,0.006000000000000227,real
9.203,0.042,25.9,0.8658,10.531,9.89,9.508,9.261,9.085,8.941,8.809,8.678,0.641,0.38200000000000145,0.2469999999999999,0.17599999999999838,0.14400000000000013,0.13200000000000145,0.13099999999999845,real
8.858,0.029,37.9,1.05,10.271,9.693,9.389,9.233,9.16,9.136,9.14,9.153,0.5780000000000012,0.30400000000000027,0.1559999999999988,0.0730000000000004,0.02400000000000091,0.004000000000001336,0.0129999999999999,real
10.844,0.104,10.5,1.006,12.254,11.655,11.306,11.101,10.997,10.965,10.963,10.943,0.5990000000000002,0.3490000000000002,0.2049999999999983,0.10400000000000098,0.03200000000000003,0.002000000000000668,0.019999999999999574,real
6.808,0.021,51.0,1.16,8.208,7.61,7.274,7.072,6.941,6.845,6.768,6.698,0.5979999999999999,0.3360000000000003,0.20199999999999996,0.13100000000000023,0.09600000000000009,0.07699999999999996,0.0699999999999994,real
11.45,0.203,5.3,0.8919,12.774,12.193,11.883,11.733,11.652,11.564,11.489,11.451,0.5809999999999995,0.3100000000000005,0.14999999999999858,0.0810000000000013,0.08799999999999919,0.07499999999999929,0.038000000000000256,real
10.359,0.085,12.8,0.8783,11.854,11.332,11.065,10.947,10.921,10.945,10.985,10.999,0.5219999999999985,0.26700000000000124,0.11800000000000033,0.0259999999999998,0.02400000000000091,0.03999999999999915,0.014000000000001123,real
10.452,0.08,13.6,0.9086,11.854,11.274,10.959,10.785,10.67,10.591,10.563,10.568,0.5800000000000001,0.3149999999999995,0.1739999999999995,0.11500000000000021,0.07900000000000063,0.027999999999998693,0.004999999999999005,real
10.401,0.096,11.3,0.8757,11.841,11.249,10.934,10.781,10.711,10.692,10.705,10.728,0.5919999999999987,0.3150000000000013,0.1529999999999987,0.07000000000000028,0.019000000000000128,0.0129999999999999,0.022999999999999687,real
7.004,0.017,64.5,1.125,8.431,7.854,7.547,7.389,7.308,7.264,7.239,7.221,0.5769999999999991,0.3070000000000004,0.15799999999999947,0.0810000000000004,0.043999999999999595,0.025000000000000355,0.017999999999999794,real
3.442,0.012,91.5,1.751,5.025,4.401,4.059,3.864,3.758,3.7,3.669,3.65,0.6240000000000006,0.34199999999999964,0.19500000000000028,0.10599999999999987,0.05799999999999983,0.03100000000000014,0.019000000000000128,real
10.291,0.074,14.6,0.9403,11.762,11.219,10.925,10.739,10.604,10.482,10.366,10.263,0.543000000000001,0.2939999999999987,0.18599999999999994,0.13500000000000156,0.12199999999999989,0.11599999999999966,0.10299999999999976,real
8.088,0.029,37.9,0.8916,9.522,8.941,8.633,8.472,8.396,8.366,8.36,8.367,0.5809999999999995,0.3080000000000016,0.1609999999999996,0.07599999999999874,0.030000000000001137,0.006000000000000227,0.0070000000000014495,real
9.041,0.03,36.3,1.026,10.458,9.877,9.566,9.399,9.304,9.243,9.206,9.18,0.5809999999999995,0.31099999999999994,0.1670000000000016,0.09499999999999886,0.06099999999999994,0.03700000000000081,0.0259999999999998,real
7.265,0.017,62.3,1.076,8.661,8.084,7.778,7.621,7.542,7.502,7.478,7.458,0.577,0.30600000000000005,0.15699999999999914,0.07900000000000063,0.040000000000000036,0.02400000000000002,0.019999999999999574,real
8.379,0.026,41.1,1.1,9.811,9.246,8.955,8.816,8.757,8.739,8.743,8.759,0.5649999999999995,0.29100000000000037,0.13899999999999935,0.05900000000000105,0.017999999999998906,0.0039999999999995595,0.016000000000000014,real
10.797,0.111,9.7,0.922,12.314,11.733,11.409,11.248,11.186,11.168,11.149,11.138,0.5809999999999995,0.32399999999999984,0.16100000000000136,0.06199999999999939,0.018000000000000682,0.019000000000000128,0.010999999999999233,real
9.591,0.043,25.0,1.118,11.025,10.443,10.13,9.97,9.878,9.813,9.769,9.743,0.5820000000000007,0.31299999999999883,0.16000000000000014,0.09200000000000053,0.0649999999999995,0.04400000000000048,0.0259999999999998,real
10.757,0.107,10.2,1.028,12.017,11.452,11.168,11.039,11.001,11.028,11.1,11.21,0.5649999999999995,0.2840000000000007,0.12899999999999956,0.038000000000000256,0.027000000000001023,0.07199999999999918,0.11000000000000121,real
8.728,0.028,38.2,0.8392,10.16,9.593,9.302,9.161,9.111,9.117,9.155,9.212,0.5670000000000002,0.29100000000000037,0.14100000000000001,0.049999999999998934,0.006000000000000227,0.03799999999999848,0.057000000000000384,real
10.254,0.081,13.3,0.8086,11.614,11.021,10.693,10.503,10.387,10.306,10.248,10.199,0.593,0.3280000000000012,0.1899999999999995,0.11599999999999966,0.0810000000000013,0.05799999999999983,0.04899999999999949,real
9.988,0.049,22.1,1.115,11.469,10.947,10.713,10.661,10.747,10.943,10.435,10.48,0.5220000000000002,0.23399999999999999,0.0519999999999996,0.0860000000000003,0.19599999999999973,0.5079999999999991,0.04499999999999993,real
9.875,0.055,19.6,0.9151,11.169,10.546,10.183,9.972,9.853,9.779,9.718,9.65,0.6230000000000011,0.36299999999999955,0.2110000000000003,0.11899999999999977,0.07399999999999984,0.06099999999999994,0.06799999999999962,real
8.704,0.031,35.3,0.7731,10.138,9.557,9.247,9.087,9.007,8.964,8.939,8.92,0.5809999999999995,0.3100000000000005,0.16000000000000014,0.08000000000000007,0.04299999999999926,0.025000000000000355,0.019000000000000128,real
8.784,0.032,33.9,1.011,10.226,9.655,9.362,9.221,9.173,9.18,9.229,9.324,0.5710000000000015,0.29299999999999926,0.14100000000000001,0.04800000000000004,0.006999999999999673,0.04899999999999949,0.09500000000000064,real
10.171,0.061,17.7,0.9407,11.632,11.072,10.802,10.683,10.637,10.619,10.591,10.511,0.5600000000000005,0.2699999999999996,0.11899999999999977,0.045999999999999375,0.018000000000000682,0.02800000000000047,0.08000000000000007,real
8.98,0.032,33.8,1.002,10.421,9.839,9.521,9.347,9.25,9.193,9.148,9.097,0.581999999999999,0.3179999999999996,0.17400000000000126,0.09699999999999953,0.057000000000000384,0.04499999999999993,0.051000000000000156,real
7.841,0.019,55.9,0.9714,9.26,8.66,8.318,8.105,7.942,7.777,7.584,7.358,0.5999999999999996,0.3420000000000005,0.2129999999999992,0.16300000000000026,0.16500000000000004,0.1930000000000005,0.22599999999999998,real
10.082,0.065,16.8,0.838,11.438,10.824,10.477,10.285,10.184,10.136,10.11,10.083,0.6140000000000008,0.34699999999999953,0.19200000000000017,0.10100000000000087,0.04800000000000004,0.0259999999999998,0.026999999999999247,real
10.225,0.07,15.4,0.9656,11.714,11.188,10.938,10.852,10.868,10.965,11.126,10.4,0.5259999999999998,0.25,0.0860000000000003,0.016000000000000014,0.09699999999999953,0.1609999999999996,0.7259999999999991,real
9.288,0.035,30.8,1.03,10.686,10.092,9.771,9.597,9.507,9.459,9.431,9.413,0.5939999999999994,0.32099999999999973,0.17400000000000126,0.08999999999999986,0.04800000000000004,0.02800000000000047,0.017999999999998906,real
9.952,0.056,19.4,1.041,11.32,10.708,10.349,10.129,9.967,9.836,9.733,9.653,0.6120000000000001,0.359,0.22000000000000064,0.16199999999999903,0.13100000000000023,0.10299999999999976,0.08000000000000007,real
6.219,0.055,19.7,3.797,7.582,6.858,6.4,6.095,5.893,5.761,5.677,5.619,0.7240000000000002,0.4579999999999993,0.3050000000000006,0.20199999999999996,0.13199999999999967,0.08400000000000052,0.05799999999999983,real
9.137,0.035,30.6,0.904,10.57,10.007,9.719,9.582,9.526,9.511,9.513,9.521,0.5630000000000006,0.28800000000000026,0.13699999999999868,0.05600000000000094,0.015000000000000568,0.002000000000000668,0.008000000000000895,real
8.962,0.03,36.6,0.8976,10.376,9.796,9.486,9.324,9.246,9.215,9.216,9.24,0.5800000000000001,0.3099999999999987,0.1620000000000008,0.0779999999999994,0.031000000000000583,9.999999999994458E-4,0.02400000000000091,real
6.892,0.03,36.2,0.5608,8.334,7.789,7.529,7.437,7.458,7.563,7.749,7.252,0.5449999999999999,0.2599999999999998,0.09199999999999964,0.020999999999999908,0.10499999999999954,0.18599999999999994,0.4969999999999999,real
7.077,0.018,61.8,0.7063,8.485,7.896,7.579,7.406,7.313,7.26,7.228,7.205,0.5889999999999995,0.31700000000000017,0.17300000000000004,0.09299999999999997,0.052999999999999936,0.03200000000000003,0.022999999999999687,real
9.769,0.043,25.4,1.113,11.151,10.505,10.119,9.87,9.697,9.574,9.481,9.403,0.645999999999999,0.386000000000001,0.24900000000000055,0.17300000000000004,0.12299999999999933,0.09299999999999997,0.0779999999999994,real
9.498,0.052,20.9,1.204,10.881,10.251,9.84,9.468,9.056,8.62,8.22,7.911,0.6300000000000008,0.4109999999999996,0.3719999999999999,0.4120000000000008,0.43599999999999994,0.3999999999999986,0.30900000000000105,real
5.006,0.015,73.9,0.5048,6.467,5.874,5.55,5.372,5.276,5.223,5.192,5.172,0.593,0.32399999999999984,0.17799999999999994,0.09600000000000009,0.052999999999999936,0.030999999999999694,0.020000000000000462,real
7.828,0.027,40.0,0.7439,9.239,8.661,8.352,8.187,8.108,8.08,8.083,8.104,0.5780000000000012,0.3089999999999993,0.16500000000000092,0.07899999999999885,0.02800000000000047,0.0030000000000001137,0.02099999999999902,real
7.564,0.018,59.3,2.137,8.972,8.38,8.063,7.896,7.813,7.774,7.758,7.755,0.5919999999999987,0.31700000000000017,0.1670000000000007,0.08300000000000018,0.0389999999999997,0.016000000000000014,0.0030000000000001137,real
9.716,0.051,21.3,0.8321,11.093,10.481,10.152,9.97,9.866,9.807,9.777,9.771,0.6120000000000001,0.3290000000000006,0.1819999999999986,0.10400000000000098,0.058999999999999275,0.030000000000001137,0.005999999999998451,real
9.831,0.056,19.4,0.8655,11.279,10.715,10.42,10.28,10.223,10.199,10.19,10.188,0.5640000000000001,0.29499999999999993,0.14000000000000057,0.05699999999999861,0.02400000000000091,0.009000000000000341,0.0019999999999988916,real
8.888,0.03,35.9,1.14,10.301,9.708,9.387,9.217,9.133,9.09,9.063,9.042,0.593,0.32099999999999973,0.16999999999999993,0.0840000000000014,0.04299999999999926,0.026999999999999247,0.021000000000000796,real
9.092,0.046,23.4,0.8092,10.409,9.792,9.438,9.217,9.063,8.941,8.834,8.731,0.6170000000000009,0.3539999999999992,0.22100000000000009,0.15399999999999991,0.12199999999999989,0.1070000000000011,0.10299999999999976,real
3.095,0.011,96.4,1.555,4.948,4.283,3.914,3.703,3.589,3.529,3.496,3.475,0.665,0.3690000000000002,0.2110000000000003,0.11399999999999988,0.06000000000000005,0.03299999999999992,0.020999999999999908,real
3.99,0.015,71.6,1.506,5.408,4.821,4.504,4.335,4.247,4.199,4.173,4.157,0.5870000000000006,0.31700000000000017,0.1689999999999996,0.08800000000000008,0.04800000000000004,0.0259999999999998,0.016000000000000014,real
8.86,0.03,35.8,1.081,10.265,9.675,9.355,9.183,9.09,9.036,8.998,8.965,0.5899999999999999,0.3200000000000003,0.1720000000000006,0.09299999999999997,0.05400000000000027,0.038000000000000256,0.032999999999999474,real
7.665,0.021,51.8,1.346,9.06,8.464,8.142,7.959,7.853,7.783,7.726,7.674,0.5960000000000001,0.32200000000000095,0.18299999999999983,0.10599999999999987,0.0699999999999994,0.057000000000000384,0.0519999999999996,real
6.958,0.018,61.3,1.203,8.4,7.813,7.492,7.319,7.227,7.178,7.152,7.136,0.5870000000000006,0.32099999999999973,0.17300000000000004,0.09199999999999964,0.04900000000000038,0.0259999999999998,0.016000000000000014,real
8.371,0.028,38.5,1.027,9.737,9.16,8.849,8.677,8.583,8.532,8.504,8.485,0.577,0.31099999999999994,0.1720000000000006,0.09399999999999942,0.051000000000000156,0.02800000000000047,0.019000000000000128,real
8.25,0.021,52.0,0.8197,9.676,9.091,8.773,8.595,8.49,8.418,8.353,8.287,0.5850000000000009,0.3179999999999996,0.17799999999999905,0.10500000000000043,0.07200000000000095,0.0649999999999995,0.06599999999999895,real
8.728,0.027,39.9,0.9248,10.139,9.557,9.252,9.094,9.009,8.956,8.918,8.892,0.581999999999999,0.3049999999999997,0.15800000000000125,0.08499999999999908,0.053000000000000824,0.038000000000000256,0.0259999999999998,real
8.022,0.025,43.5,1.331,9.398,8.794,8.459,8.271,8.164,8.103,8.07,8.056,0.6039999999999992,0.33500000000000085,0.18799999999999883,0.1070000000000011,0.06099999999999994,0.032999999999999474,0.014000000000001123,real
9.985,0.056,19.5,0.9994,11.476,10.916,10.616,10.447,10.356,10.305,10.284,10.273,0.5600000000000005,0.3000000000000007,0.16900000000000048,0.0909999999999993,0.051000000000000156,0.02099999999999902,0.011000000000001009,real
9.42,0.151,7.2,0.7386,8.559,7.872,7.492,7.278,7.158,7.091,7.053,7.029,0.6869999999999994,0.3799999999999999,0.2140000000000004,0.11999999999999922,0.06700000000000017,0.038000000000000256,0.02400000000000002,real
9.764,0.046,23.4,1.467,11.156,10.539,10.199,10.011,9.904,9.835,9.782,9.731,0.6170000000000009,0.33999999999999986,0.1880000000000006,0.10699999999999932,0.06899999999999906,0.053000000000000824,0.051000000000000156,real
9.849,0.056,19.4,1.02,11.23,10.637,10.307,10.126,10.031,9.976,9.937,9.896,0.593,0.33000000000000007,0.18100000000000094,0.09499999999999886,0.054999999999999716,0.03900000000000148,0.04099999999999859,real
7.763,0.021,51.9,0.9722,9.245,8.666,8.356,8.195,8.112,8.071,8.055,8.054,0.5789999999999988,0.3100000000000005,0.1609999999999996,0.08300000000000018,0.04100000000000037,0.016000000000000014,9.999999999994458E-4,real
7.706,0.021,51.4,1.103,9.078,8.486,8.17,8.003,7.914,7.863,7.832,7.812,0.5919999999999987,0.3160000000000007,0.16699999999999982,0.08900000000000041,0.05099999999999927,0.031000000000000583,0.019999999999999574,real
8.489,0.025,43.2,1.348,9.906,9.317,8.999,8.819,8.714,8.647,8.598,8.555,0.5890000000000004,0.3179999999999996,0.17999999999999972,0.10500000000000043,0.06700000000000017,0.04899999999999949,0.04300000000000104,real
8.55,0.025,43.4,0.9755,9.976,9.395,9.088,8.929,8.842,8.79,8.754,8.725,0.5810000000000013,0.3070000000000004,0.15899999999999892,0.08699999999999974,0.05200000000000138,0.03599999999999959,0.028999999999999915,real
7.961,0.022,49.5,1.146,9.387,8.82,8.524,8.376,8.305,8.271,8.256,8.25,0.5670000000000002,0.29600000000000115,0.1479999999999997,0.07099999999999973,0.03399999999999892,0.015000000000000568,0.006000000000000227,real
8.121,0.021,51.6,0.8959,9.539,8.956,8.646,8.485,8.404,8.36,8.333,8.312,0.5830000000000002,0.3099999999999987,0.16100000000000136,0.08099999999999952,0.04400000000000048,0.026999999999999247,0.021000000000000796,real
8.758,0.026,41.4,0.8731,10.179,9.586,9.261,9.076,8.965,8.895,8.848,8.814,0.593,0.32500000000000107,0.18499999999999872,0.11100000000000065,0.07000000000000028,0.04699999999999882,0.034000000000000696,real
6.115,0.017,63.6,0.6162,7.528,6.938,6.619,6.442,6.342,6.282,6.239,6.202,0.5899999999999999,0.31899999999999995,0.1769999999999996,0.10000000000000053,0.05999999999999961,0.04300000000000015,0.03699999999999992,real
9.043,0.034,31.7,1.065,10.445,9.859,9.536,9.353,9.239,9.159,9.095,9.043,0.5860000000000003,0.3230000000000004,0.18299999999999983,0.11399999999999899,0.08000000000000007,0.06400000000000006,0.05200000000000138,real
8.025,0.024,44.8,0.8898,9.485,8.904,8.598,8.442,8.368,8.336,8.329,8.335,0.5809999999999995,0.30599999999999916,0.15600000000000058,0.07399999999999984,0.03200000000000003,0.006999999999999673,0.006000000000000227,real
7.745,0.02,54.3,0.9901,9.157,8.572,8.259,8.094,8.011,7.969,7.947,7.933,0.5850000000000009,0.31299999999999883,0.16500000000000092,0.08300000000000018,0.04199999999999893,0.02200000000000024,0.014000000000000234,real
9.945,0.057,19.0,0.8625,11.371,10.787,10.462,10.255,10.068,9.831,9.488,9.048,0.5839999999999996,0.32500000000000107,0.20699999999999896,0.18700000000000117,0.2370000000000001,0.34299999999999997,0.4399999999999995,real
7.413,0.017,65.1,1.032,8.835,8.246,7.926,7.751,7.656,7.604,7.572,7.551,0.5890000000000004,0.3200000000000003,0.17499999999999982,0.09500000000000064,0.0519999999999996,0.03200000000000003,0.020999999999999908,real
10.825,0.117,9.3,1.025,12.386,11.928,11.811,12.008,11.555,11.82,11.656,11.505,0.4579999999999984,0.11700000000000088,0.19699999999999918,0.4529999999999994,0.26500000000000057,0.1639999999999997,0.1509999999999998,real
7.516,0.018,58.7,1.643,8.938,8.351,8.035,7.863,7.773,7.723,7.692,7.671,0.5869999999999997,0.3160000000000007,0.1719999999999997,0.09000000000000075,0.04999999999999982,0.030999999999999694,0.020999999999999908,real
9.398,0.041,26.2,1.086,10.837,10.296,10.039,9.944,9.935,9.959,9.985,9.982,0.5410000000000004,0.2569999999999997,0.09499999999999886,0.009000000000000341,0.023999999999999133,0.0259999999999998,0.0030000000000001137,real
7.502,0.019,57.7,0.9324,8.931,8.35,8.042,7.882,7.806,7.778,7.777,7.793,0.5809999999999995,0.30799999999999983,0.16000000000000014,0.07599999999999962,0.02800000000000047,9.999999999994458E-4,0.016000000000000014,real
8.992,0.047,22.9,0.9956,10.493,9.912,9.596,9.424,9.321,9.242,9.182,9.138,0.5809999999999995,0.3160000000000007,0.1720000000000006,0.10299999999999976,0.07899999999999885,0.0600000000000005,0.04400000000000048,real
5.933,0.029,37.2,0.5906,7.359,6.783,6.474,6.306,6.204,6.127,6.066,6.026,0.5759999999999996,0.30900000000000016,0.16800000000000015,0.10200000000000031,0.07699999999999996,0.06099999999999994,0.040000000000000036,real
10.231,0.07,15.6,0.9497,11.673,11.122,10.851,10.735,10.692,10.678,10.687,10.752,0.5510000000000002,0.270999999999999,0.11600000000000144,0.04299999999999926,0.013999999999999346,0.008999999999998565,0.06500000000000128,real
8.592,0.027,40.7,0.9993,10.074,9.533,9.28,9.194,9.215,9.319,9.489,9.72,0.5410000000000004,0.2530000000000001,0.08599999999999852,0.02099999999999902,0.10400000000000098,0.16999999999999993,0.23099999999999987,real
6.852,0.017,62.8,1.084,8.247,7.66,7.341,7.165,7.07,7.017,6.985,6.962,0.5869999999999997,0.31899999999999995,0.17600000000000016,0.09499999999999975,0.052999999999999936,0.03200000000000003,0.023000000000000576,real
6.624,0.018,60.5,1.074,8.032,7.447,7.134,6.972,6.891,6.854,6.841,6.841,0.585,0.3129999999999997,0.16199999999999992,0.0810000000000004,0.03699999999999992,0.0129999999999999,0.0,real
10.36,0.076,14.3,1.087,11.795,11.229,10.923,10.749,10.626,10.521,10.434,10.36,0.5660000000000007,0.30599999999999916,0.1739999999999995,0.12300000000000111,0.10499999999999865,0.08700000000000152,0.07399999999999984,real
6.268,0.018,58.7,1.238,7.695,7.099,6.775,6.593,6.491,6.431,6.393,6.366,0.5960000000000001,0.32399999999999984,0.18200000000000038,0.10200000000000031,0.05999999999999961,0.038000000000000256,0.027000000000000135,real
