w4mpro,w4sigmpro,w4snr,w4rchi2,w4mag_1,w4mag_2,w4mag_3,w4mag_4,w4mag_5,w4mag_6,w4mag_7,w4mag_8,w4mag_1_w4mag_2,w4mag_2_w4mag_3,w4mag_3_w4mag_4,w4mag_4_w4mag_5,w4mag_5_w4mag_6,w4mag_6_w4mag_7,w4mag_7_w4mag_8,class
7.588,0.168,6.5,1.014,7.658,7.155,6.818,6.554,6.327,6.151,6.008,5.881,0.5030000000000001,0.33700000000000063,0.26399999999999935,0.2270000000000003,0.17600000000000016,0.1429999999999998,0.12699999999999978,real
6.487,0.068,16.1,0.9824,7.429,6.91,6.59,6.379,6.227,6.08,5.941,5.828,0.5190000000000001,0.3200000000000003,0.2110000000000003,0.15199999999999925,0.14700000000000024,0.13900000000000023,0.11299999999999955,real
6.524,0.085,12.8,0.9216,7.484,6.942,6.597,6.398,6.274,6.161,6.029,5.863,0.5419999999999998,0.34499999999999975,0.19900000000000073,0.12399999999999967,0.11300000000000043,0.13199999999999967,0.16599999999999948,real
6.108,0.056,19.5,0.8163,7.106,6.605,6.322,6.183,6.128,6.106,6.085,6.054,0.5009999999999994,0.28300000000000036,0.13900000000000023,0.054999999999999716,0.02200000000000024,0.020999999999999908,0.030999999999999694,real
3.615,0.021,51.1,0.917,4.709,4.206,3.913,3.758,3.689,3.651,3.629,3.616,0.5029999999999992,0.2930000000000006,0.1549999999999998,0.06899999999999995,0.038000000000000256,0.021999999999999797,0.0129999999999999,real
6.801,0.096,11.3,0.9137,7.87,7.388,7.11,6.997,6.99,7.031,7.094,7.151,0.4820000000000002,0.2779999999999996,0.11300000000000043,0.006999999999999673,0.04099999999999948,0.06300000000000061,0.056999999999999496,real
6.433,0.092,11.8,0.7371,6.15,5.666,5.302,5.003,4.742,4.512,4.314,4.14,0.484,0.36400000000000077,0.2989999999999995,0.2610000000000001,0.23000000000000043,0.1979999999999995,0.17400000000000038,real
6.15,0.06,18.0,0.9292,7.177,6.648,6.325,6.123,5.971,5.852,5.768,5.71,0.5289999999999999,0.3229999999999995,0.20199999999999996,0.15200000000000014,0.11899999999999977,0.08400000000000052,0.05799999999999983,real
3.239,0.023,47.1,0.6506,4.32,3.823,3.526,3.362,3.283,3.236,3.206,3.181,0.49700000000000033,0.29700000000000015,0.1639999999999997,0.07900000000000018,0.04699999999999971,0.03000000000000025,0.02499999999999991,real
8.44,0.365,3.0,0.9402,8.624,8.135,7.762,7.581,7.498,7.389,7.243,7.091,0.48900000000000077,0.3730000000000002,0.18099999999999916,0.08300000000000018,0.10899999999999999,0.1459999999999999,0.15200000000000014,real
7.69,0.154,7.1,1.11,8.784,8.27,7.924,7.755,7.707,7.689,6.857,6.768,0.5140000000000011,0.3459999999999992,0.16900000000000048,0.04800000000000004,0.017999999999999794,0.8319999999999999,0.08900000000000041,real
5.823,0.049,22.4,1.14,6.947,6.478,6.177,5.993,5.901,5.873,5.893,5.913,0.4690000000000003,0.30100000000000016,0.18399999999999928,0.09200000000000053,0.02799999999999958,0.019999999999999574,0.020000000000000462,real
5.062,0.033,33.4,1.038,6.156,5.671,5.386,5.246,5.189,5.157,5.129,5.104,0.48499999999999943,0.28500000000000014,0.13999999999999968,0.057000000000000384,0.03200000000000003,0.02800000000000047,0.024999999999999467,real
7.748,0.192,5.7,1.013,8.934,8.515,8.28,8.135,8.109,7.303,7.186,7.049,0.4189999999999987,0.2350000000000012,0.14499999999999957,0.0259999999999998,0.806,0.11699999999999999,0.13699999999999957,real
6.334,0.068,15.8,0.7575,7.379,6.908,6.64,6.487,6.407,6.37,6.353,6.361,0.4709999999999992,0.2680000000000007,0.15299999999999958,0.08000000000000007,0.03699999999999992,0.017000000000000348,0.008000000000000007,real
3.623,0.047,23.0,2.186,4.842,4.514,3.702,3.642,3.662,3.656,3.441,3.242,0.3279999999999994,0.8120000000000003,0.06000000000000005,0.020000000000000018,0.005999999999999783,0.2150000000000003,0.19899999999999984,real
5.276,0.038,28.8,2.356,6.619,6.378,6.431,6.846,6.682,6.689,6.473,6.274,0.24099999999999966,0.052999999999999936,0.41500000000000004,0.1639999999999997,0.006999999999999673,0.2160000000000002,0.19899999999999984,real
4.479,0.04,27.2,1.462,5.443,4.824,4.416,4.136,3.933,3.773,3.643,3.53,0.6189999999999998,0.4079999999999995,0.28000000000000025,0.2030000000000003,0.1599999999999997,0.13000000000000034,0.11299999999999999,real
6.177,0.064,16.9,0.9558,6.194,6.401,5.937,5.635,5.457,4.556,4.411,4.28,0.20699999999999985,0.4639999999999995,0.3020000000000005,0.17799999999999994,0.9009999999999998,0.14500000000000046,0.13099999999999934,real
1.181,0.015,71.8,3.794,2.245,1.717,1.369,1.128,0.924,0.708,0.517,0.39,0.528,0.3480000000000001,0.2410000000000001,0.20399999999999985,0.21600000000000008,0.19099999999999995,0.127,real
8.863,0.475,2.3,1.035,9.175,8.762,8.298,7.87,7.549,7.322,7.137,6.95,0.41300000000000026,0.4640000000000004,0.42799999999999994,0.32099999999999973,0.2270000000000003,0.1850000000000005,0.1869999999999994,real
6.512,0.067,16.2,0.9434,7.565,7.077,6.793,6.672,6.668,6.727,6.794,6.849,0.48800000000000043,0.2839999999999998,0.12100000000000044,0.0039999999999995595,0.05900000000000016,0.06699999999999928,0.055000000000000604,real
8.163,0.306,3.5,0.8402,8.524,8.129,7.807,7.53,7.319,7.15,7.007,6.857,0.3949999999999996,0.3219999999999992,0.27700000000000014,0.2110000000000003,0.1689999999999996,0.14300000000000068,0.14999999999999947,real
6.629,0.061,17.7,1.075,7.726,7.241,6.932,6.736,6.616,6.547,6.493,6.433,0.4850000000000003,0.3089999999999993,0.19600000000000062,0.1200000000000001,0.06899999999999995,0.05399999999999938,0.0600000000000005,real
5.303,0.033,33.0,0.9109,6.332,5.831,5.532,5.372,5.291,5.24,5.212,5.194,0.5009999999999994,0.2990000000000004,0.16000000000000014,0.08099999999999952,0.051000000000000156,0.02800000000000047,0.017999999999999794,real
7.294,0.108,10.1,0.9471,8.387,7.867,7.512,7.262,7.094,6.977,6.922,6.913,0.5200000000000005,0.3550000000000004,0.25,0.16799999999999926,0.11699999999999999,0.055000000000000604,0.008999999999999453,real
6.809,0.078,13.9,1.01,7.765,7.186,6.808,6.592,6.445,6.298,6.143,6.002,0.5789999999999997,0.3780000000000001,0.2160000000000002,0.14699999999999935,0.14700000000000024,0.15500000000000025,0.14100000000000001,real
5.896,0.04,26.9,1.162,6.91,6.424,6.145,5.997,5.929,5.882,5.843,5.814,0.48599999999999977,0.2790000000000008,0.1479999999999997,0.06799999999999962,0.0470000000000006,0.0389999999999997,0.028999999999999915,real
4.166,0.028,38.5,0.6688,5.247,4.734,4.423,4.247,4.153,4.092,4.05,4.014,0.5129999999999999,0.31099999999999994,0.17600000000000016,0.0940000000000003,0.06099999999999994,0.041999999999999815,0.03599999999999959,real
6.663,0.079,13.7,0.882,7.65,7.116,6.77,6.546,6.394,6.278,6.16,6.051,0.5340000000000007,0.3460000000000001,0.2239999999999993,0.15200000000000014,0.11600000000000055,0.11799999999999944,0.10899999999999999,real
5.037,0.037,29.6,1.262,6.122,5.646,5.371,5.232,5.181,5.165,5.162,5.16,0.476,0.27499999999999947,0.13900000000000023,0.051000000000000156,0.016000000000000014,0.0030000000000001137,0.0019999999999997797,real
3.916,0.107,10.2,1.681,4.194,3.808,3.556,3.43,3.342,3.107,2.891,2.692,0.3860000000000001,0.2519999999999998,0.1259999999999999,0.08800000000000008,0.23499999999999988,0.2160000000000002,0.19899999999999984,real
4.858,0.032,33.4,0.8068,6.018,5.527,5.246,5.121,5.093,5.102,5.127,5.153,0.49099999999999966,0.2809999999999997,0.125,0.02800000000000047,0.009000000000000341,0.024999999999999467,0.0259999999999998,real
6.629,0.08,13.6,0.875,7.661,7.172,6.903,6.768,6.691,6.648,6.638,6.64,0.4889999999999999,0.26900000000000013,0.1349999999999998,0.07699999999999996,0.04300000000000015,0.009999999999999787,0.0019999999999997797,real
4.048,0.026,41.3,0.9079,5.12,4.636,4.354,4.21,4.15,4.126,4.12,4.12,0.484,0.28200000000000003,0.14400000000000013,0.05999999999999961,0.02400000000000002,0.006000000000000227,0.0,real
4.54,0.027,40.1,0.8614,5.591,5.105,4.826,4.684,4.625,4.598,4.578,4.563,0.48599999999999977,0.2790000000000008,0.14199999999999946,0.05900000000000016,0.027000000000000135,0.019999999999999574,0.015000000000000568,real
4.793,0.031,35.2,0.6837,5.806,5.296,4.982,4.803,4.704,4.639,4.598,4.574,0.5099999999999998,0.31400000000000006,0.17900000000000027,0.0990000000000002,0.0649999999999995,0.04100000000000037,0.02400000000000002,real
6.297,0.06,18.0,0.8998,7.417,6.951,6.665,6.518,6.473,6.48,5.644,5.539,0.4660000000000002,0.2859999999999996,0.14700000000000024,0.04499999999999993,0.007000000000000561,0.8360000000000003,0.10500000000000043,real
6.748,0.096,11.4,0.9226,7.787,7.347,7.132,7.077,7.185,6.413,6.353,6.242,0.4399999999999995,0.21500000000000075,0.054999999999999716,0.10799999999999965,0.7719999999999994,0.0600000000000005,0.11099999999999977,real
5.49,0.038,28.4,0.9429,6.613,6.145,5.89,5.801,5.816,5.87,5.941,6.018,0.46800000000000086,0.2549999999999999,0.08899999999999952,0.01499999999999968,0.05400000000000027,0.07099999999999973,0.07699999999999996,real
1.566,0.018,60.2,0.7736,2.735,2.229,1.931,1.775,1.707,1.676,1.663,1.656,0.5059999999999998,0.29800000000000004,0.15600000000000014,0.06799999999999984,0.03100000000000014,0.0129999999999999,0.007000000000000117,real
6.561,0.08,13.6,1.063,7.508,6.975,6.637,6.43,6.289,6.189,6.138,6.111,0.5330000000000004,0.3380000000000001,0.20699999999999985,0.14100000000000001,0.09999999999999964,0.051000000000000156,0.027000000000000135,real
6.905,0.088,12.3,0.9724,7.96,7.457,7.125,6.933,6.841,6.782,6.747,6.718,0.5030000000000001,0.33199999999999985,0.19200000000000017,0.09199999999999964,0.05900000000000016,0.03500000000000014,0.028999999999999915,real
4.133,0.021,52.4,0.9684,5.191,4.708,4.43,4.29,4.237,4.22,4.221,4.225,0.48299999999999965,0.27800000000000047,0.13999999999999968,0.052999999999999936,0.017000000000000348,0.001000000000000334,0.0039999999999995595,real
3.362,0.02,55.7,0.6605,4.409,3.918,3.631,3.48,3.411,3.374,3.355,3.345,0.49099999999999966,0.28700000000000037,0.1509999999999998,0.06899999999999995,0.03699999999999992,0.019000000000000128,0.009999999999999787,real
4.833,0.036,30.2,2.048,5.884,5.409,5.117,5.013,5.067,5.216,5.429,5.663,0.47500000000000053,0.2919999999999998,0.10400000000000009,0.05400000000000027,0.14900000000000002,0.21300000000000008,0.23399999999999999,real
7.967,0.231,4.7,0.934,8.962,8.409,8.086,7.99,7.238,7.127,6.988,6.868,0.552999999999999,0.3230000000000004,0.09600000000000009,0.7519999999999998,0.11100000000000065,0.13899999999999935,0.1200000000000001,real
6.965,0.089,12.2,1.088,8.095,7.645,7.387,7.257,7.194,7.151,7.096,7.055,0.45000000000000107,0.258,0.1299999999999999,0.06299999999999972,0.04300000000000015,0.054999999999999716,0.04100000000000037,real
7.784,0.161,6.7,0.9918,9.034,8.648,8.412,7.591,7.497,7.392,7.274,7.118,0.386000000000001,0.23599999999999888,0.8210000000000006,0.0940000000000003,0.10499999999999954,0.11800000000000033,0.1559999999999997,real
6.026,0.047,23.0,0.8558,7.102,6.652,6.409,6.314,6.315,6.339,6.333,6.271,0.4500000000000002,0.24300000000000033,0.09499999999999975,0.001000000000000334,0.02400000000000002,0.006000000000000227,0.06200000000000028,real
2.592,0.026,41.2,0.5967,3.634,3.138,2.841,2.674,2.585,2.526,2.475,2.395,0.496,0.2969999999999997,0.16700000000000026,0.08899999999999997,0.05900000000000016,0.05099999999999971,0.08000000000000007,real
8.399,0.275,4.0,0.9718,9.514,9.041,8.654,8.359,8.128,7.969,7.85,7.788,0.472999999999999,0.38700000000000045,0.29499999999999993,0.23099999999999987,0.1589999999999998,0.11900000000000066,0.06199999999999939,real
2.633,0.015,72.4,1.293,3.67,3.176,2.886,2.732,2.665,2.633,2.62,2.614,0.4939999999999998,0.29000000000000004,0.15399999999999991,0.06700000000000017,0.03200000000000003,0.0129999999999999,0.006000000000000227,real
4.84,0.027,40.3,0.9466,5.906,5.419,5.133,4.981,4.912,4.885,4.883,4.894,0.4870000000000001,0.2859999999999996,0.15200000000000014,0.06899999999999995,0.027000000000000135,0.0019999999999997797,0.01100000000000012,real
0.619,0.009,124.6,8.256,1.731,1.214,0.908,0.731,0.638,0.588,0.564,0.552,0.5170000000000001,0.30599999999999994,0.17700000000000005,0.09299999999999997,0.050000000000000044,0.02400000000000002,0.0119999999999999,real
6.413,0.076,14.3,0.746,7.443,6.997,6.77,6.689,6.686,6.693,6.706,6.703,0.44599999999999973,0.2270000000000003,0.08099999999999952,0.0030000000000001137,0.006999999999999673,0.013000000000000789,0.0030000000000001137,real
5.234,0.119,9.1,0.9528,6.039,5.632,5.445,4.525,4.324,4.06,3.75,4.071,0.40700000000000003,0.1869999999999994,0.9199999999999999,0.2010000000000005,0.26400000000000023,0.3099999999999996,0.32099999999999973,real
8.384,0.343,3.2,0.8033,9.264,8.7,8.333,8.012,7.781,7.673,7.654,6.825,0.5640000000000001,0.3669999999999991,0.32099999999999973,0.23100000000000076,0.10799999999999965,0.019000000000000128,0.8289999999999997,real
4.82,0.026,41.2,0.8792,5.87,5.396,5.125,4.996,4.954,4.946,4.95,4.955,0.4740000000000002,0.2709999999999999,0.12899999999999956,0.0420000000000007,0.008000000000000007,0.004000000000000448,0.004999999999999893,real
4.21,0.032,34.0,0.6654,5.376,4.897,4.625,4.499,4.47,4.485,4.529,4.585,0.4790000000000001,0.27200000000000024,0.12600000000000033,0.028999999999999915,0.015000000000000568,0.043999999999999595,0.05600000000000005,real
6.581,0.069,15.7,1.012,6.908,6.505,6.268,6.118,6.009,5.905,8.066,5.582,0.40300000000000047,0.2370000000000001,0.14999999999999947,0.10899999999999999,0.10400000000000009,2.1610000000000005,2.484000000000001,real
6.779,0.086,12.6,0.7995,7.789,7.297,7.03,6.884,6.807,5.949,5.808,5.655,0.492,0.26699999999999946,0.1459999999999999,0.07699999999999996,0.8580000000000005,0.14100000000000001,0.15299999999999958,real
4.377,0.024,44.9,0.9251,5.491,4.983,4.666,4.475,4.355,4.246,4.13,4.012,0.508,0.3169999999999993,0.19100000000000072,0.11999999999999922,0.10899999999999999,0.11600000000000055,0.11800000000000033,real
5.769,0.045,24.2,1.05,6.91,6.457,6.21,6.113,6.109,6.137,6.188,6.243,0.4530000000000003,0.2469999999999999,0.09699999999999953,0.004000000000000448,0.02799999999999958,0.051000000000000156,0.055000000000000604,real
5.263,0.038,28.8,1.02,6.373,5.882,5.595,5.437,5.36,5.313,5.268,5.218,0.49100000000000055,0.2869999999999999,0.15799999999999947,0.07699999999999996,0.0470000000000006,0.04499999999999993,0.04999999999999982,real
6.09,0.056,19.6,0.7452,7.12,6.632,6.371,6.264,6.24,6.234,6.228,6.233,0.48800000000000043,0.26099999999999923,0.1070000000000002,0.02400000000000002,0.006000000000000227,0.006000000000000227,0.004999999999999893,real
-0.472,0.014,79.5,2.004,0.614,0.115,-0.177,-0.328,-0.393,-0.424,-0.437,-0.444,0.499,0.292,0.15100000000000002,0.065,0.030999999999999972,0.013000000000000012,0.007000000000000006,real
4.412,0.047,23.0,8.301,5.088,4.324,3.792,3.402,3.109,2.886,2.71,2.564,0.7640000000000002,0.532,0.3899999999999997,0.29300000000000015,0.22299999999999986,0.17600000000000016,0.1459999999999999,real
2.484,0.021,52.9,0.6394,3.521,3.017,2.712,2.542,2.453,2.398,2.365,2.344,0.504,0.3049999999999997,0.17000000000000037,0.08899999999999997,0.054999999999999716,0.03299999999999992,0.02100000000000035,real
4.96,0.033,32.5,1.216,5.908,5.31,4.813,4.29,3.753,3.205,2.678,2.273,0.5980000000000008,0.4969999999999999,0.5229999999999997,0.5369999999999999,0.548,0.5270000000000001,0.4049999999999998,real
4.341,0.029,36.9,0.6578,5.391,4.902,4.618,4.476,4.42,4.399,4.392,4.386,0.4889999999999999,0.2839999999999998,0.14200000000000035,0.05600000000000005,0.020999999999999908,0.006999999999999673,0.006000000000000227,real
6.268,0.068,16.1,0.9279,7.19,6.617,6.253,6.02,5.86,5.729,5.621,5.54,0.5730000000000004,0.3639999999999999,0.23300000000000054,0.15999999999999925,0.13100000000000023,0.10799999999999965,0.0810000000000004,real
4.346,0.027,40.2,0.9727,5.417,4.924,4.635,4.483,4.417,4.386,4.374,4.369,0.49299999999999944,0.2890000000000006,0.15200000000000014,0.06599999999999984,0.030999999999999694,0.012000000000000455,0.004999999999999893,real
7.975,0.254,4.3,0.8958,8.827,8.24,7.811,7.537,7.415,7.358,6.592,6.515,0.5869999999999997,0.42900000000000027,0.274,0.12199999999999989,0.057000000000000384,0.766,0.07699999999999996,real
6.323,0.058,18.8,0.96,7.363,6.866,6.578,6.429,6.357,6.302,6.246,6.202,0.4970000000000008,0.28799999999999937,0.14900000000000002,0.07200000000000006,0.055000000000000604,0.05599999999999916,0.04400000000000048,real
5.768,0.047,23.3,0.9821,6.79,6.291,6.0,5.838,5.762,5.734,5.729,5.731,0.49899999999999967,0.29100000000000037,0.16199999999999992,0.07600000000000051,0.02799999999999958,0.004999999999999893,0.0019999999999997797,real
7.039,0.102,10.7,0.9414,8.125,7.625,7.318,7.135,7.0,6.871,6.77,6.729,0.5,0.3070000000000004,0.18299999999999983,0.1349999999999998,0.12899999999999956,0.10100000000000087,0.04099999999999948,real
3.534,0.032,33.6,0.721,4.614,4.125,3.842,3.696,3.637,3.608,3.587,3.561,0.4889999999999999,0.2829999999999999,0.1459999999999999,0.05900000000000016,0.028999999999999915,0.020999999999999908,0.026000000000000245,real
3.771,0.018,60.2,0.8474,4.849,4.357,4.07,3.922,3.858,3.825,3.804,3.786,0.492,0.2869999999999999,0.14800000000000013,0.06400000000000006,0.03299999999999992,0.02100000000000035,0.017999999999999794,real
8.538,0.338,3.2,0.9658,8.124,7.777,8.645,7.314,7.054,6.819,6.604,6.405,0.3470000000000004,0.8679999999999994,1.3309999999999995,0.2599999999999998,0.23500000000000032,0.21499999999999986,0.19899999999999984,real
6.365,0.063,17.4,1.137,7.525,7.113,6.942,6.971,6.186,6.12,6.04,5.932,0.4119999999999999,0.17100000000000026,0.028999999999999915,0.7850000000000001,0.06599999999999984,0.08000000000000007,0.10799999999999965,real
5.465,0.04,27.0,1.177,6.527,6.045,5.766,5.621,5.549,5.514,5.508,5.515,0.4820000000000002,0.2789999999999999,0.14499999999999957,0.07200000000000006,0.03500000000000014,0.006000000000000227,0.006999999999999673,real
7.774,0.189,5.7,1.114,8.977,8.678,8.778,8.235,8.479,8.292,8.122,7.966,0.2989999999999995,0.09999999999999964,0.543000000000001,0.24399999999999977,0.1869999999999994,0.16999999999999993,0.1559999999999997,real
7.78,0.184,5.9,1.135,8.594,7.954,7.556,7.275,7.058,6.901,6.794,6.725,0.6399999999999997,0.3979999999999997,0.2809999999999997,0.21700000000000053,0.15700000000000003,0.1070000000000002,0.06899999999999995,real
6.827,0.093,11.6,0.9217,7.944,7.48,7.211,7.061,6.972,6.067,5.9,5.751,0.4639999999999995,0.26900000000000013,0.15000000000000036,0.08899999999999952,0.9050000000000002,0.16699999999999982,0.14900000000000002,real
6.539,0.123,8.8,1.012,7.43,7.047,6.9,6.94,6.315,6.293,6.254,6.168,0.383,0.14699999999999935,0.040000000000000036,0.625,0.02200000000000024,0.03900000000000059,0.08599999999999941,real
7.237,0.119,9.1,1.157,8.29,7.746,7.406,7.188,7.043,6.945,6.878,6.841,0.5439999999999987,0.34000000000000075,0.21799999999999997,0.14499999999999957,0.09799999999999986,0.06700000000000017,0.03699999999999992,real
5.54,0.036,30.4,1.003,6.598,6.107,5.828,5.683,5.619,5.604,5.611,5.615,0.49099999999999966,0.2789999999999999,0.14500000000000046,0.06400000000000006,0.01499999999999968,0.006999999999999673,0.004000000000000448,real
6.86,0.087,12.5,0.8979,7.853,7.364,7.092,6.989,7.017,7.097,7.168,7.182,0.4889999999999999,0.27200000000000024,0.10299999999999976,0.02800000000000047,0.08000000000000007,0.07099999999999973,0.014000000000000234,real
6.289,0.049,22.1,0.9995,7.274,6.762,6.44,6.236,6.102,6.003,5.916,5.816,0.5120000000000005,0.3219999999999992,0.20400000000000063,0.13399999999999945,0.0990000000000002,0.08699999999999974,0.10000000000000053,real
6.727,0.066,16.4,1.166,7.686,7.154,6.815,6.612,6.501,6.407,6.319,6.25,0.532,0.3389999999999995,0.2030000000000003,0.11099999999999977,0.0940000000000003,0.08800000000000008,0.06899999999999995,real
4.754,0.032,33.7,1.082,5.91,5.445,5.192,5.09,5.09,5.126,5.18,5.245,0.46499999999999986,0.2530000000000001,0.10200000000000031,0.0,0.036000000000000476,0.05399999999999938,0.06500000000000039,real
5.524,0.036,30.2,1.016,6.504,5.989,5.664,5.449,5.276,5.076,4.829,4.534,0.5149999999999997,0.3250000000000002,0.21499999999999986,0.17300000000000004,0.20000000000000018,0.2469999999999999,0.29499999999999993,real
7.544,0.126,8.6,1.167,8.662,8.199,7.955,7.88,7.172,7.138,7.104,7.044,0.46300000000000097,0.24399999999999977,0.07500000000000018,0.7080000000000002,0.03399999999999981,0.03399999999999981,0.0600000000000005,real
5.217,0.034,31.7,1.119,6.233,5.751,5.484,5.361,5.327,5.319,5.321,5.325,0.4819999999999993,0.26700000000000035,0.12300000000000022,0.03399999999999981,0.008000000000000007,0.0019999999999997797,0.004000000000000448,real
7.175,0.117,9.3,0.827,8.254,7.704,7.334,7.13,7.051,7.058,7.11,7.168,0.5499999999999998,0.3700000000000001,0.20399999999999974,0.07899999999999974,0.006999999999999673,0.05200000000000049,0.05799999999999983,real
7.984,0.21,5.2,0.9986,7.981,7.505,7.179,6.957,6.782,6.616,6.451,6.298,0.476,0.3259999999999996,0.22200000000000042,0.17499999999999982,0.16600000000000037,0.16500000000000004,0.15299999999999958,real
6.843,0.096,11.3,0.8599,7.87,7.337,7.023,6.86,6.788,6.765,6.74,6.698,0.5330000000000004,0.31400000000000006,0.16299999999999937,0.07200000000000006,0.023000000000000576,0.024999999999999467,0.041999999999999815,real
7.429,0.13,8.4,1.01,7.331,6.928,6.649,6.427,6.232,6.058,5.881,5.69,0.40300000000000047,0.2789999999999999,0.22200000000000042,0.1949999999999994,0.17400000000000038,0.1769999999999996,0.19099999999999984,real
3.141,0.015,70.2,1.348,4.261,3.757,3.459,3.296,3.227,3.198,3.19,3.188,0.504,0.29800000000000004,0.16300000000000026,0.06899999999999995,0.028999999999999915,0.008000000000000007,0.0019999999999997797,real
4.582,0.025,43.6,1.052,5.7,5.224,4.948,4.805,4.754,4.745,4.759,4.775,0.476,0.2759999999999998,0.14300000000000068,0.051000000000000156,0.008999999999999453,0.014000000000000234,0.016000000000000014,real
6.41,0.058,18.6,1.268,7.272,6.684,6.345,6.14,6.02,5.936,5.872,5.831,0.5880000000000001,0.3390000000000004,0.20500000000000007,0.1200000000000001,0.08399999999999963,0.06400000000000006,0.04099999999999948,real
7.538,0.171,6.3,1.024,8.913,8.672,7.856,7.764,7.645,7.464,7.225,6.96,0.24099999999999966,0.8160000000000007,0.09199999999999964,0.11900000000000066,0.18099999999999916,0.23900000000000077,0.2649999999999997,real
7.637,0.147,7.4,0.9468,8.698,8.294,8.033,7.853,7.794,7.057,7.006,6.93,0.4039999999999999,0.261000000000001,0.17999999999999972,0.05900000000000016,0.7369999999999992,0.051000000000000156,0.07600000000000051,real
3.33,0.02,53.9,12.77,4.368,3.762,3.325,2.99,2.747,2.584,2.476,2.401,0.6060000000000003,0.43699999999999983,0.33499999999999996,0.24300000000000033,0.1629999999999998,0.1080000000000001,0.07500000000000018,real
8.482,0.388,2.8,0.9019,8.758,8.281,7.93,7.663,7.447,7.273,7.105,6.943,0.47699999999999854,0.35100000000000087,0.26699999999999946,0.2160000000000002,0.17400000000000038,0.16799999999999926,0.1620000000000008,real
3.564,0.025,43.0,2.514,4.585,4.085,3.798,3.655,3.596,3.568,3.551,3.526,0.5,0.2869999999999999,0.14300000000000024,0.05899999999999972,0.028000000000000025,0.016999999999999904,0.025000000000000355,real
2.988,0.018,60.9,1.368,4.162,3.666,3.386,3.248,3.204,3.196,3.202,3.202,0.496,0.2799999999999998,0.1379999999999999,0.04400000000000004,0.008000000000000007,0.005999999999999783,0.0,real
8.664,0.413,2.6,0.8632,8.862,8.444,8.167,7.947,7.658,7.344,7.062,6.86,0.41799999999999926,0.277000000000001,0.21999999999999975,0.2889999999999997,0.31400000000000006,0.28200000000000003,0.20199999999999996,real
6.929,0.099,11.0,1.01,7.972,7.461,7.148,6.966,6.878,6.843,6.83,6.803,0.5110000000000001,0.3130000000000006,0.1819999999999995,0.08800000000000008,0.03500000000000014,0.0129999999999999,0.027000000000000135,real
7.639,0.163,6.7,1.001,8.856,8.43,8.137,8.001,8.011,7.998,7.963,7.165,0.42600000000000016,0.29299999999999926,0.136000000000001,0.009999999999999787,0.012999999999999012,0.03500000000000014,0.798,real
7.218,0.124,8.8,0.7018,8.204,7.686,7.421,7.327,7.301,7.266,7.214,7.171,0.5180000000000007,0.2649999999999997,0.0940000000000003,0.0259999999999998,0.03500000000000014,0.0519999999999996,0.04300000000000015,real
7.102,0.102,10.6,0.9172,8.169,7.652,7.326,7.142,7.035,6.98,6.957,6.931,0.5170000000000003,0.3260000000000005,0.18399999999999928,0.1070000000000002,0.054999999999999716,0.023000000000000576,0.0259999999999998,real
5.411,0.044,24.5,0.966,6.427,5.899,5.57,5.374,5.254,5.173,5.116,5.071,0.5279999999999996,0.32899999999999974,0.19600000000000062,0.1200000000000001,0.08099999999999952,0.057000000000000384,0.04499999999999993,real
5.02,0.049,22.4,1.897,6.118,5.684,5.463,4.527,4.388,4.244,4.07,3.855,0.43400000000000016,0.22100000000000009,0.9359999999999999,0.13900000000000023,0.14400000000000013,0.1739999999999995,0.2150000000000003,real
6.085,0.055,19.7,0.8847,7.169,6.666,6.376,6.248,6.219,6.233,6.265,6.302,0.5029999999999992,0.29000000000000004,0.1280000000000001,0.028999999999999915,0.013999999999999346,0.03200000000000003,0.03699999999999992,real
6.233,0.05,21.6,0.9685,7.305,6.826,6.535,6.394,6.342,6.332,6.353,5.602,0.4790000000000001,0.2909999999999995,0.14100000000000001,0.05200000000000049,0.009999999999999787,0.020999999999999908,0.7509999999999994,real
2.509,0.028,38.3,3.373,3.632,3.099,2.768,2.565,2.431,2.317,2.213,2.115,0.5329999999999999,0.3310000000000004,0.20299999999999985,0.1339999999999999,0.11399999999999988,0.10400000000000009,0.09799999999999986,real
0.185,0.021,51.0,1.274,1.228,0.734,0.447,0.299,0.237,0.209,0.198,0.193,0.494,0.287,0.14800000000000002,0.062,0.027999999999999997,0.010999999999999982,0.0050000000000000044,real
1.449,0.028,38.1,4.517,2.463,1.866,1.527,1.339,1.244,1.202,1.188,1.191,0.597,0.3390000000000002,0.18799999999999994,0.09499999999999997,0.04200000000000004,0.014000000000000012,0.0030000000000001137,real
5.111,0.032,33.6,0.9172,6.132,5.616,5.296,5.103,4.988,4.909,4.845,4.782,0.516,0.3199999999999994,0.1930000000000005,0.11499999999999932,0.07900000000000063,0.06400000000000006,0.06299999999999972,real
7.887,0.194,5.6,0.822,8.665,8.052,7.615,7.282,7.058,6.913,6.799,6.704,0.6129999999999995,0.4369999999999994,0.3330000000000002,0.2240000000000002,0.14499999999999957,0.11399999999999988,0.09500000000000064,real
5.402,0.042,25.8,0.8132,6.487,5.992,5.702,5.549,5.486,5.462,5.453,5.461,0.4950000000000001,0.29000000000000004,0.15299999999999958,0.06300000000000061,0.02400000000000002,0.008999999999999453,0.008000000000000007,real
