w4mpro,w4sigmpro,w4snr,w4rchi2,w4mag_1,w4mag_2,w4mag_3,w4mag_4,w4mag_5,w4mag_6,w4mag_7,w4mag_8,w4mag_1_w4mag_2,w4mag_2_w4mag_3,w4mag_3_w4mag_4,w4mag_4_w4mag_5,w4mag_5_w4mag_6,w4mag_6_w4mag_7,w4mag_7_w4mag_8,class
8.213,0.405,2.7,0.9836,6.498,5.925,5.496,5.154,4.865,4.609,4.376,4.159,0.5730000000000004,0.4289999999999994,0.3420000000000005,0.2889999999999997,0.2560000000000002,0.23299999999999965,0.21700000000000053,fake
7.184,0.187,5.8,1.021,6.608,6.041,5.633,5.308,5.032,4.809,4.64,4.492,0.5669999999999993,0.40800000000000036,0.3250000000000002,0.2759999999999998,0.22299999999999986,0.16900000000000048,0.1479999999999997,fake
5.178,0.122,8.9,12.88,6.337,3.135,1.812,1.466,1.172,0.907,0.668,0.451,3.202,1.3229999999999997,0.3460000000000001,0.29400000000000004,0.2649999999999999,0.239,0.21700000000000003,fake
8.913,0.535,2.0,1.006,8.882,8.481,8.102,7.772,7.506,7.261,7.032,6.838,0.4009999999999998,0.37899999999999956,0.33000000000000007,0.266,0.2450000000000001,0.2290000000000001,0.19399999999999995,fake
8.055,0.258,4.2,0.927,7.933,7.419,7.041,6.745,6.511,6.316,6.141,5.983,0.5140000000000002,0.3779999999999992,0.29600000000000026,0.23399999999999999,0.19500000000000028,0.17499999999999982,0.15800000000000036,fake
7.808,0.231,4.7,1.043,7.098,6.619,6.276,6.017,5.811,5.64,5.494,6.81,0.4790000000000001,0.34299999999999997,0.25899999999999945,0.2060000000000004,0.17100000000000026,0.1459999999999999,1.3159999999999998,fake
3.619,0.017,62.7,4.314,4.731,4.132,3.716,3.404,3.111,2.758,2.274,1.683,0.5990000000000002,0.4159999999999995,0.3120000000000003,0.2929999999999997,0.3530000000000002,0.484,0.591,fake
6.916,0.13,8.4,1.443,7.369,6.523,5.941,5.519,5.207,4.97,4.787,4.641,0.8460000000000001,0.5819999999999999,0.4219999999999997,0.3120000000000003,0.2370000000000001,0.18299999999999983,0.1459999999999999,fake
5.489,0.071,15.3,4.368,5.111,4.543,4.129,3.809,3.552,3.338,3.151,2.983,0.5679999999999996,0.4140000000000006,0.3199999999999994,0.2570000000000001,0.21399999999999997,0.18700000000000028,0.1679999999999997,fake
8.829,0.453,2.4,0.8624,7.756,7.976,6.859,6.569,6.307,6.071,5.856,5.657,0.21999999999999975,1.117,0.29000000000000004,0.26199999999999957,0.23600000000000065,0.21499999999999986,0.19899999999999984,fake
8.793,0.474,2.3,1.188,8.862,7.731,7.387,7.093,6.833,6.598,6.382,6.183,1.1310000000000002,0.3440000000000003,0.2939999999999996,0.2599999999999998,0.23500000000000032,0.2160000000000002,0.19899999999999984,fake
3.341,0.057,18.9,1.622,3.51,3.058,2.756,2.552,2.382,2.232,2.104,2.283,0.45199999999999996,0.30200000000000005,0.20399999999999974,0.16999999999999993,0.1499999999999999,0.1280000000000001,0.17899999999999983,fake
8.738,0.424,2.6,1.226,9.429,8.614,7.949,7.449,7.154,7.042,7.008,6.979,0.8149999999999995,0.6650000000000009,0.5,0.29499999999999993,0.1120000000000001,0.03399999999999981,0.028999999999999915,fake
8.591,0.438,2.5,0.8668,8.79,8.965,8.598,8.404,7.428,7.232,7.118,7.016,0.1750000000000007,0.3669999999999991,0.19400000000000084,0.976,0.19599999999999973,0.11399999999999988,0.10200000000000031,fake
7.519,0.325,3.3,0.7241,6.505,5.986,5.6,5.291,5.038,4.826,4.639,4.473,0.5190000000000001,0.3860000000000001,0.3089999999999993,0.2530000000000001,0.21200000000000063,0.1869999999999994,0.16600000000000037,fake
7.468,0.449,2.4,0.3222,8.515,7.861,7.415,7.13,6.933,6.796,6.749,5.99,0.6540000000000008,0.44599999999999973,0.28500000000000014,0.19700000000000006,0.13699999999999957,0.0470000000000006,0.7589999999999995,fake
8.3,0.521,2.1,0.9049,9.38,8.945,8.603,8.311,8.051,7.816,7.601,7.402,0.4350000000000005,0.3420000000000005,0.2919999999999998,0.2599999999999998,0.23500000000000032,0.21499999999999986,0.19899999999999984,fake
6.559,0.276,3.9,0.7152,5.748,5.211,4.802,4.48,4.222,4.017,3.856,3.73,0.5369999999999999,0.4090000000000007,0.3219999999999992,0.258,0.20500000000000007,0.16100000000000048,0.1259999999999999,fake
5.242,0.055,19.7,9.146,5.56,4.745,4.212,3.842,3.574,3.368,3.2,3.06,0.8149999999999995,0.5330000000000004,0.36999999999999966,0.26800000000000024,0.20599999999999996,0.1679999999999997,0.14000000000000012,fake
5.44,0.421,2.6,2.917,4.094,3.598,3.184,2.817,2.491,2.2,1.942,1.716,0.49600000000000044,0.4139999999999997,0.367,0.32600000000000007,0.2909999999999999,0.25800000000000023,0.22599999999999998,fake
8.113,0.264,4.1,1.945,8.028,8.098,7.299,6.708,6.36,6.18,6.069,6.019,0.07000000000000028,0.7990000000000004,0.5910000000000002,0.34799999999999986,0.1800000000000006,0.11099999999999977,0.04999999999999982,fake
8.114,0.288,3.8,0.7734,7.694,7.162,6.755,6.413,6.122,5.872,5.658,5.484,0.532,0.40700000000000003,0.34199999999999964,0.29100000000000037,0.25,0.21399999999999952,0.17400000000000038,fake
6.96,0.111,9.8,1.202,8.001,7.54,7.277,7.139,7.009,6.832,6.662,6.47,0.4609999999999994,0.2629999999999999,0.1379999999999999,0.1299999999999999,0.1770000000000005,0.16999999999999993,0.19200000000000017,fake
6.684,0.187,5.8,2.887,6.166,5.543,4.965,5.098,4.472,4.056,3.812,3.691,0.6230000000000002,0.5780000000000003,0.133,0.6259999999999994,0.41600000000000037,0.24400000000000022,0.121,fake
4.733,0.251,4.3,0.1523,2.697,2.259,1.912,1.621,1.359,1.124,0.909,0.71,0.43800000000000017,0.347,0.2909999999999999,0.262,0.23499999999999988,0.21500000000000008,0.19900000000000007,fake
5.407,0.037,29.1,1.314,6.43,5.909,5.58,5.417,5.375,5.389,5.446,5.524,0.5209999999999999,0.32899999999999974,0.16300000000000026,0.041999999999999815,0.014000000000000234,0.056999999999999496,0.07800000000000029,fake
6.48,0.22,4.9,9.868,5.557,5.638,5.01,4.577,4.234,3.93,3.618,3.262,0.08099999999999952,0.6280000000000001,0.43299999999999983,0.34299999999999997,0.3039999999999998,0.3120000000000003,0.35599999999999987,fake
5.526,0.043,25.0,43.2,5.626,4.618,3.836,3.205,2.784,2.548,2.416,2.342,1.008,0.7820000000000005,0.6309999999999998,0.42100000000000026,0.23599999999999977,0.13200000000000012,0.07399999999999984,fake
6.67,0.145,7.5,1.069,5.638,5.11,4.696,4.358,4.077,3.842,3.641,3.467,0.5279999999999996,0.4140000000000006,0.3380000000000001,0.2809999999999997,0.23499999999999988,0.20100000000000007,0.17399999999999993,fake
8.065,0.334,3.2,1.526,8.464,7.6,6.99,6.567,6.262,6.048,5.903,5.797,0.8640000000000008,0.6099999999999994,0.42300000000000004,0.3050000000000006,0.21399999999999952,0.14500000000000046,0.10599999999999987,fake
6.783,0.111,9.8,1.333,7.38,6.615,6.108,5.757,5.506,5.317,5.169,5.044,0.7649999999999997,0.5070000000000006,0.351,0.25099999999999945,0.18900000000000006,0.14800000000000058,0.125,fake
7.268,0.182,6.0,1.227,7.282,7.215,6.599,6.154,5.831,5.605,5.461,5.384,0.06700000000000017,0.6159999999999997,0.4450000000000003,0.3229999999999995,0.22599999999999998,0.14400000000000013,0.07699999999999996,fake
8.301,0.311,3.5,0.8677,8.659,7.85,7.355,6.993,6.709,6.49,6.34,6.261,0.809000000000001,0.4949999999999992,0.3620000000000001,0.2840000000000007,0.21899999999999942,0.15000000000000036,0.07899999999999974,fake
7.125,0.119,9.1,0.9774,7.294,6.846,6.521,6.291,6.138,6.026,5.925,5.809,0.4479999999999995,0.3250000000000002,0.22999999999999954,0.15300000000000047,0.1120000000000001,0.10099999999999998,0.11599999999999966,fake
4.758,0.029,37.2,10.65,5.587,4.84,4.231,3.74,3.408,3.206,3.077,3.0,0.7469999999999999,0.609,0.49099999999999966,0.3320000000000003,0.20199999999999996,0.129,0.07699999999999996,fake
7.118,0.141,7.7,1.568,6.886,6.78,6.214,5.813,5.512,5.292,5.146,5.058,0.10599999999999987,0.5659999999999998,0.4010000000000007,0.30100000000000016,0.21999999999999975,0.1459999999999999,0.08800000000000008,fake
8.373,0.402,2.7,0.8923,8.67,8.379,8.185,7.985,7.725,7.49,7.274,7.075,0.29100000000000037,0.19399999999999906,0.20000000000000018,0.2600000000000007,0.23499999999999943,0.2160000000000002,0.19899999999999984,fake
1.921,0.02,53.6,181.9,2.8,2.078,1.692,1.484,1.37,1.313,1.289,1.279,0.722,0.3859999999999999,0.20799999999999996,0.11399999999999988,0.05700000000000016,0.02400000000000002,0.010000000000000009,fake
8.897,0.516,2.1,0.8525,8.839,8.968,8.656,7.786,7.612,7.442,7.315,7.218,0.12899999999999956,0.3119999999999994,0.870000000000001,0.1739999999999995,0.16999999999999993,0.12699999999999978,0.09700000000000042,fake
8.624,0.462,2.3,0.9936,7.811,7.198,7.502,7.125,6.845,6.669,5.791,5.665,0.6129999999999995,0.3039999999999994,0.3769999999999998,0.28000000000000025,0.17600000000000016,0.8779999999999992,0.12600000000000033,fake
5.806,0.154,7.1,1.906,6.084,5.31,4.83,4.508,4.279,4.122,4.018,3.942,0.774,0.47999999999999954,0.32200000000000006,0.2290000000000001,0.15700000000000003,0.10400000000000009,0.07599999999999962,fake
8.476,0.404,2.7,0.8443,8.008,8.133,7.63,7.278,7.006,6.759,6.553,6.445,0.125,0.5029999999999992,0.3520000000000003,0.27199999999999935,0.2469999999999999,0.2060000000000004,0.10799999999999965,fake
5.286,0.066,16.5,10.9,5.908,5.059,4.468,4.007,3.636,3.332,3.082,2.876,0.8490000000000002,0.5910000000000002,0.4610000000000003,0.37099999999999955,0.30400000000000027,0.25,0.20599999999999996,fake
8.368,0.322,3.4,0.8618,7.481,6.897,6.425,6.721,6.38,6.136,5.947,5.796,0.5839999999999996,0.4720000000000004,0.29600000000000026,0.3410000000000002,0.24399999999999977,0.18900000000000006,0.1509999999999998,fake
8.808,0.429,2.5,0.9154,9.079,8.691,8.463,8.298,8.117,7.825,7.542,7.315,0.3879999999999999,0.22800000000000153,0.16499999999999915,0.18099999999999916,0.2920000000000007,0.28300000000000036,0.22699999999999942,fake
8.297,0.321,3.4,0.9038,7.989,7.477,7.076,6.806,6.633,6.509,6.405,6.272,0.5119999999999996,0.4010000000000007,0.2699999999999996,0.17300000000000004,0.12399999999999967,0.10400000000000009,0.133,fake
-1.122,0.011,98.1,13.77,0.606,-0.065,-0.49,-0.78,-0.983,-1.149,-1.297,-1.441,0.671,0.425,0.29000000000000004,0.20299999999999996,0.16600000000000004,0.1479999999999999,0.14400000000000013,fake
7.285,0.152,7.1,1.24,6.562,5.963,6.24,5.844,5.554,5.346,5.189,5.068,0.5990000000000002,0.27700000000000014,0.3959999999999999,0.29000000000000004,0.20800000000000018,0.15700000000000003,0.12100000000000044,fake
8.813,0.437,2.5,1.078,8.57,8.059,7.618,7.258,6.991,6.766,6.561,6.397,0.511000000000001,0.44099999999999895,0.3600000000000003,0.26700000000000035,0.22499999999999964,0.20500000000000007,0.1639999999999997,fake
1.837,0.037,29.7,429.9,1.453,0.569,0.007,-0.351,-0.594,-0.776,-0.927,-1.066,0.8840000000000001,0.5619999999999999,0.358,0.243,0.18200000000000005,0.15100000000000002,0.139,fake
8.071,0.248,4.4,1.102,8.58,7.727,7.125,6.678,6.333,6.063,5.867,5.735,0.8529999999999998,0.6020000000000003,0.44700000000000006,0.34499999999999975,0.27000000000000046,0.19599999999999973,0.13199999999999967,fake
8.617,0.407,2.7,1.105,7.219,7.028,8.85,5.922,5.662,5.426,5.211,5.011,0.19100000000000072,1.822,2.928,0.2599999999999998,0.23599999999999977,0.21499999999999986,0.20000000000000018,fake
7.678,0.274,4.0,1.102,8.199,7.361,6.765,6.331,6.032,5.828,5.707,5.678,0.8380000000000001,0.5960000000000001,0.4339999999999993,0.2990000000000004,0.20399999999999974,0.12100000000000044,0.028999999999999915,fake
7.712,0.246,4.4,0.9009,8.343,7.737,7.246,6.822,6.411,6.001,5.622,5.302,0.6059999999999999,0.49099999999999966,0.4240000000000004,0.4110000000000005,0.40999999999999925,0.37900000000000045,0.3200000000000003,fake
8.696,0.458,2.4,0.8893,8.386,7.888,7.49,7.189,6.962,6.768,6.582,6.406,0.49799999999999933,0.3979999999999997,0.30100000000000016,0.2270000000000003,0.19399999999999995,0.18599999999999994,0.17600000000000016,fake
7.061,0.119,9.1,1.207,6.67,6.802,6.292,5.937,5.691,5.525,5.409,4.56,0.13199999999999967,0.5099999999999998,0.35499999999999954,0.24600000000000044,0.16599999999999948,0.11600000000000055,0.8490000000000002,fake
8.76,0.506,2.1,0.9673,7.349,6.961,6.706,7.077,6.02,5.784,5.57,5.37,0.3879999999999999,0.2549999999999999,0.37099999999999955,1.0570000000000004,0.23599999999999977,0.21399999999999952,0.20000000000000018,fake
8.686,0.504,2.2,0.8494,8.556,8.047,7.687,7.386,7.148,6.961,6.779,6.607,0.5089999999999986,0.3600000000000003,0.30100000000000016,0.23800000000000043,0.1869999999999994,0.18200000000000038,0.1719999999999997,fake
1.884,0.027,39.5,67.26,2.699,1.731,1.006,0.416,-0.08,-0.487,-0.806,-1.052,0.9679999999999997,0.7250000000000001,0.5900000000000001,0.496,0.407,0.31900000000000006,0.246,fake
8.56,0.396,2.7,0.9049,7.625,7.203,6.983,6.885,7.16,6.137,5.922,5.723,0.4219999999999997,0.22000000000000064,0.09799999999999986,0.27500000000000036,1.0230000000000006,0.21499999999999986,0.19899999999999984,fake
8.52,0.347,3.1,0.8958,8.944,8.16,7.661,7.311,7.085,6.929,6.787,6.641,0.7840000000000007,0.49900000000000055,0.34999999999999964,0.22599999999999998,0.1559999999999997,0.14200000000000035,0.1459999999999999,fake
8.926,0.492,2.2,0.9376,8.225,7.705,7.331,7.047,6.817,6.639,6.486,6.341,0.5199999999999996,0.37399999999999967,0.2840000000000007,0.22999999999999954,0.17799999999999994,0.15300000000000047,0.14499999999999957,fake
4.195,0.045,24.2,18.02,4.414,3.815,4.06,3.627,3.267,2.948,2.655,2.379,0.5989999999999998,0.24499999999999966,0.43299999999999983,0.3599999999999999,0.31899999999999995,0.29300000000000015,0.2759999999999998,fake
6.615,0.057,18.9,2.989,6.667,5.796,5.153,4.633,4.144,3.61,2.959,2.244,0.8709999999999996,0.6430000000000007,0.5199999999999996,0.4889999999999999,0.5340000000000003,0.6509999999999998,0.7149999999999999,fake
7.155,0.343,3.2,1.498,6.183,5.671,5.285,4.985,4.742,4.536,4.354,4.191,0.5119999999999996,0.3860000000000001,0.2999999999999998,0.24300000000000033,0.2060000000000004,0.1819999999999995,0.16300000000000026,fake
6.553,0.357,3.0,5.141,5.984,5.516,5.189,4.936,4.726,4.536,4.347,4.143,0.46799999999999997,0.32699999999999996,0.2530000000000001,0.20999999999999996,0.1900000000000004,0.18899999999999917,0.20400000000000063,fake
8.691,0.41,2.7,0.9285,8.212,8.196,7.587,7.187,6.904,6.686,6.526,6.397,0.016000000000000014,0.609,0.39999999999999947,0.28300000000000036,0.21799999999999997,0.16000000000000014,0.12899999999999956,fake
6.812,0.135,8.0,1.098,7.543,6.815,6.323,5.92,5.497,5.013,4.435,3.723,0.7279999999999998,0.492,0.40300000000000047,0.42300000000000004,0.484,0.5780000000000003,0.7119999999999997,fake
4.82,0.153,7.1,10.27,4.256,3.584,3.388,3.722,2.692,2.456,2.24,2.041,0.6720000000000002,0.19600000000000017,0.3340000000000001,1.0299999999999998,0.2360000000000002,0.21599999999999975,0.1990000000000003,fake
8.52,0.349,3.1,0.9777,8.848,8.319,8.023,7.839,7.606,7.271,6.854,6.407,0.5289999999999999,0.29600000000000115,0.18399999999999928,0.23300000000000054,0.33499999999999996,0.4169999999999998,0.44700000000000006,fake
8.391,0.271,4.0,0.8626,9.473,8.958,8.669,7.827,7.667,7.525,7.421,7.322,0.5150000000000006,0.2889999999999997,0.8420000000000005,0.16000000000000014,0.14199999999999946,0.10400000000000009,0.0990000000000002,fake
7.7,0.353,3.1,0.6147,6.165,5.639,5.215,4.858,4.546,4.278,4.047,3.845,0.5259999999999998,0.4240000000000004,0.3570000000000002,0.3119999999999994,0.2680000000000007,0.23099999999999987,0.2019999999999995,fake
7.586,0.182,6.0,1.11,7.086,6.558,6.177,5.888,5.648,5.429,5.229,5.058,0.5280000000000005,0.3810000000000002,0.2889999999999997,0.2400000000000002,0.21899999999999942,0.20000000000000018,0.17100000000000026,fake
7.724,0.282,3.8,1.537,6.425,5.921,5.543,5.252,5.017,4.819,4.648,4.494,0.5039999999999996,0.3780000000000001,0.29100000000000037,0.23499999999999943,0.1980000000000004,0.17100000000000026,0.15399999999999991,fake
1.542,0.047,23.0,33.48,2.717,1.833,1.222,0.766,0.408,0.116,-0.124,-0.326,0.8840000000000001,0.611,0.45599999999999996,0.35800000000000004,0.292,0.24,0.202,fake
-1.28,0.015,71.6,102.3,0.629,-0.181,-0.701,-1.06,-1.319,-1.504,-1.632,-1.728,0.81,0.52,0.3590000000000001,0.2589999999999999,0.18500000000000005,0.1279999999999999,0.09600000000000009,fake
6.422,0.125,8.7,2.259,6.886,6.021,5.422,4.987,4.659,4.396,4.173,3.972,0.8650000000000002,0.5990000000000002,0.4349999999999996,0.3280000000000003,0.2629999999999999,0.22299999999999986,0.20100000000000007,fake
7.525,0.167,6.5,0.9048,8.591,8.111,7.867,7.792,7.079,7.048,7.021,6.937,0.47999999999999865,0.24400000000000066,0.07500000000000018,0.7130000000000001,0.030999999999999694,0.027000000000000135,0.08399999999999963,fake
5.755,0.067,16.1,27.38,7.171,6.579,6.613,8.141,8.463,8.291,8.138,7.998,0.5920000000000005,0.034000000000000696,1.5279999999999996,0.3219999999999992,0.17199999999999882,0.15300000000000047,0.13999999999999968,fake
7.047,0.114,9.6,0.9409,7.753,7.077,6.554,6.129,5.783,5.502,5.28,5.11,0.6760000000000002,0.5229999999999997,0.4250000000000007,0.3459999999999992,0.2810000000000006,0.22199999999999953,0.16999999999999993,fake
1.941,0.057,19.1,18.19,2.916,2.09,1.538,1.144,0.844,0.597,0.378,0.163,0.8260000000000001,0.5519999999999998,0.39400000000000013,0.29999999999999993,0.247,0.21899999999999997,0.215,fake
3.803,0.028,38.9,75.69,4.578,3.699,3.088,2.664,2.351,2.098,1.881,1.686,0.8790000000000004,0.6109999999999998,0.42399999999999993,0.31300000000000017,0.2530000000000001,0.21699999999999986,0.19500000000000006,fake
4.121,0.055,19.9,7.753,4.867,4.088,3.573,3.211,2.951,2.766,2.637,2.552,0.7789999999999999,0.5150000000000001,0.3620000000000001,0.2599999999999998,0.18500000000000005,0.129,0.08499999999999996,fake
4.616,0.058,18.8,15.35,4.995,4.16,3.6,3.2,2.911,2.7,2.549,2.446,0.835,0.56,0.3999999999999999,0.28900000000000015,0.21099999999999985,0.15100000000000025,0.10299999999999976,fake
7.385,0.216,5.0,0.9752,7.28,6.816,6.501,6.264,6.054,5.837,5.631,5.442,0.4640000000000004,0.3149999999999995,0.2370000000000001,0.20999999999999996,0.21700000000000053,0.20599999999999952,0.18900000000000006,fake
8.701,0.475,2.3,2.966,8.006,6.855,5.797,4.804,3.982,3.287,2.662,2.166,1.1509999999999998,1.0580000000000007,0.9929999999999994,0.8220000000000001,0.6950000000000003,0.625,0.496,fake
4.441,0.113,9.6,0.3961,5.282,4.705,4.329,4.051,3.838,3.667,3.499,3.303,0.577,0.37600000000000033,0.2779999999999996,0.21300000000000008,0.17100000000000026,0.1679999999999997,0.19600000000000017,fake
8.903,0.535,2.0,0.8493,8.719,8.234,7.831,7.508,7.294,7.143,7.01,6.9,0.48499999999999943,0.4029999999999996,0.3230000000000004,0.2140000000000004,0.1509999999999998,0.133,0.10999999999999943,fake
7.996,0.237,4.6,1.044,7.482,6.95,6.57,6.262,6.004,5.776,5.556,5.354,0.532,0.3799999999999999,0.3080000000000007,0.258,0.22799999999999976,0.21999999999999975,0.20199999999999996,fake
8.599,0.415,2.6,0.7942,9.567,8.747,8.225,7.929,7.688,7.435,7.236,7.111,0.8200000000000003,0.5220000000000002,0.2959999999999994,0.24100000000000055,0.2530000000000001,0.19899999999999984,0.125,fake
5.889,0.409,2.7,0.6067,4.763,4.284,3.896,3.563,3.266,2.986,2.714,2.444,0.4790000000000001,0.3879999999999999,0.33299999999999974,0.29700000000000015,0.2799999999999998,0.27200000000000024,0.27,fake
5.045,0.313,3.5,0.8108,4.487,3.953,3.521,3.164,2.875,2.64,2.44,2.268,0.5340000000000003,0.43199999999999994,0.35699999999999976,0.28900000000000015,0.23499999999999988,0.20000000000000018,0.17200000000000015,fake
7.905,0.214,5.1,0.9404,7.725,7.282,6.979,6.767,6.576,6.386,6.191,5.987,0.4429999999999996,0.30299999999999994,0.21199999999999974,0.19100000000000072,0.1899999999999995,0.19500000000000028,0.20399999999999974,fake
6.055,0.099,10.9,0.698,6.362,5.852,5.479,5.192,4.967,4.793,4.668,4.582,0.5099999999999998,0.3730000000000002,0.2869999999999999,0.22500000000000053,0.1739999999999995,0.125,0.0860000000000003,fake
3.95,0.064,16.9,6.648,4.53,3.79,3.307,2.961,2.673,2.357,1.957,1.489,0.7400000000000002,0.4830000000000001,0.3460000000000001,0.2879999999999998,0.31599999999999984,0.40000000000000013,0.46799999999999997,fake
5.075,0.079,13.7,8.936,5.235,5.239,4.595,4.083,3.658,3.297,2.981,2.694,0.0039999999999995595,0.6440000000000001,0.5119999999999996,0.42500000000000027,0.36099999999999977,0.3160000000000003,0.2869999999999999,fake
3.74,0.035,31.0,60.68,4.445,3.592,3.013,2.59,2.238,1.914,1.605,1.301,0.8530000000000002,0.5790000000000002,0.42300000000000004,0.35199999999999987,0.32400000000000007,0.30899999999999994,0.30400000000000005,fake
8.791,0.516,2.1,0.8607,8.287,7.783,7.413,7.09,6.791,6.54,6.319,6.153,0.5040000000000004,0.3700000000000001,0.3230000000000004,0.2989999999999995,0.25100000000000033,0.22100000000000009,0.16600000000000037,fake
8.812,0.483,2.2,1.057,6.772,6.247,5.798,5.394,5.038,4.755,4.555,4.411,0.5250000000000004,0.44899999999999984,0.4039999999999999,0.35599999999999987,0.28300000000000036,0.20000000000000018,0.14400000000000013,fake
7.588,0.177,6.1,0.889,8.53,7.865,7.465,7.241,7.095,6.958,6.806,6.678,0.6649999999999991,0.40000000000000036,0.2240000000000002,0.1459999999999999,0.13699999999999957,0.15200000000000014,0.1280000000000001,fake
6.977,0.104,10.5,1.053,6.717,6.178,5.773,5.452,5.187,4.97,4.796,4.662,0.5389999999999997,0.40500000000000025,0.32099999999999973,0.2649999999999997,0.21700000000000053,0.1739999999999995,0.13400000000000034,fake
1.734,0.029,37.6,62.36,3.387,2.555,1.949,1.463,1.057,0.714,0.425,0.181,0.8319999999999999,0.6060000000000001,0.486,0.40600000000000014,0.34299999999999997,0.289,0.244,fake
5.223,0.054,20.0,8.695,5.73,4.898,4.319,3.882,3.545,3.287,3.088,2.924,0.8320000000000007,0.5789999999999997,0.43699999999999983,0.3370000000000002,0.258,0.19899999999999984,0.16400000000000015,fake
5.128,0.078,13.9,9.115,5.592,4.703,4.065,3.564,3.142,2.768,2.425,2.109,0.8889999999999993,0.6379999999999999,0.5010000000000003,0.42200000000000015,0.3740000000000001,0.34299999999999997,0.31599999999999984,fake
7.597,0.17,6.4,1.054,7.175,6.603,6.16,6.57,6.269,6.036,5.12,4.977,0.5720000000000001,0.4429999999999996,0.41000000000000014,0.30100000000000016,0.23300000000000054,0.9159999999999995,0.1429999999999998,fake
2.969,0.022,50.3,111.1,4.381,3.46,2.784,2.251,1.816,1.458,1.165,0.937,0.9210000000000003,0.6760000000000002,0.5329999999999999,0.43499999999999983,0.3580000000000001,0.2929999999999999,0.22799999999999998,fake
9.063,0.477,2.3,0.9546,8.903,8.415,8.107,7.854,7.695,7.592,7.442,7.276,0.4880000000000013,0.30799999999999983,0.2529999999999992,0.1589999999999998,0.10300000000000065,0.14999999999999947,0.16600000000000037,fake
6.481,0.117,9.2,1.275,7.005,6.205,5.66,5.269,4.976,4.749,4.575,4.441,0.7999999999999998,0.5449999999999999,0.391,0.29300000000000015,0.2270000000000003,0.1739999999999995,0.13400000000000034,fake
8.833,0.422,2.6,1.07,8.55,8.735,8.251,7.869,7.574,7.349,7.189,7.123,0.18499999999999872,0.484,0.3819999999999997,0.29499999999999993,0.22499999999999964,0.16000000000000014,0.06599999999999984,fake
7.879,0.182,6.0,1.113,8.891,8.346,8.061,7.891,7.697,7.506,7.414,7.355,0.5449999999999999,0.28500000000000014,0.16999999999999993,0.19399999999999995,0.19099999999999984,0.09200000000000053,0.058999999999999275,fake
8.489,0.327,3.3,1.288,8.407,7.991,7.746,7.589,7.415,7.231,7.096,6.976,0.41600000000000037,0.24499999999999922,0.15700000000000003,0.17400000000000038,0.18400000000000016,0.1349999999999998,0.1200000000000001,fake
7.388,0.119,9.1,1.26,7.879,7.059,6.51,6.108,5.806,5.57,5.387,5.25,0.8199999999999994,0.5490000000000004,0.40200000000000014,0.3019999999999996,0.23599999999999977,0.18300000000000072,0.13699999999999957,fake
8.224,0.33,3.3,0.7903,8.92,8.176,7.735,7.482,7.319,7.189,7.12,7.066,0.7439999999999998,0.44099999999999984,0.2530000000000001,0.16300000000000026,0.1299999999999999,0.06899999999999995,0.05400000000000027,fake
8.553,0.33,3.3,0.9468,9.455,8.873,8.343,7.903,7.572,7.353,7.204,7.11,0.5820000000000007,0.5299999999999994,0.4400000000000004,0.3309999999999995,0.2190000000000003,0.14900000000000002,0.09399999999999942,fake
3.898,0.051,21.1,18.15,4.703,3.89,3.355,2.974,2.686,2.467,2.299,2.174,0.8130000000000002,0.5350000000000001,0.3809999999999998,0.28800000000000026,0.21899999999999986,0.16800000000000015,0.125,fake
7.248,0.37,2.9,0.6027,7.022,6.417,6.604,6.117,5.729,5.406,5.128,4.882,0.6050000000000004,0.18700000000000028,0.4870000000000001,0.3879999999999999,0.3230000000000004,0.2779999999999996,0.24600000000000044,fake
8.502,0.401,2.7,0.9148,8.546,8.814,7.815,7.641,7.527,7.391,7.239,7.089,0.2680000000000007,0.9989999999999997,0.17400000000000038,0.11399999999999988,0.13600000000000012,0.15200000000000014,0.14999999999999947,fake
7.635,0.182,6.0,1.2,8.027,7.169,6.581,6.139,5.794,5.527,5.325,5.18,0.8579999999999997,0.5879999999999992,0.44200000000000017,0.34500000000000064,0.26699999999999946,0.20199999999999996,0.14500000000000046,fake
3.707,0.354,3.1,2.855,2.026,1.537,1.143,0.811,0.524,0.281,0.077,-0.098,0.4889999999999999,0.3939999999999999,0.33199999999999996,0.28700000000000003,0.243,0.20400000000000001,0.175,fake
8.122,0.298,3.6,0.9043,8.562,8.132,7.862,7.697,7.526,7.333,7.173,9.325,0.4299999999999997,0.2699999999999996,0.16500000000000004,0.17100000000000026,0.19299999999999962,0.16000000000000014,2.1519999999999992,fake
8.172,0.42,2.6,0.8825,9.041,8.886,8.539,8.245,7.984,7.748,7.531,7.333,0.15500000000000114,0.34699999999999953,0.2940000000000005,0.26099999999999923,0.23599999999999977,0.21700000000000053,0.1979999999999995,fake
8.741,0.43,2.5,0.9283,8.529,7.969,7.525,7.229,7.034,6.856,6.646,6.442,0.5599999999999996,0.44399999999999995,0.29600000000000026,0.19500000000000028,0.17799999999999994,0.20999999999999996,0.20399999999999974,fake
8.923,0.456,2.4,0.9104,8.845,8.374,8.073,7.854,7.717,7.587,7.374,7.147,0.4710000000000001,0.30100000000000016,0.2190000000000003,0.13700000000000045,0.1299999999999999,0.21300000000000008,0.22699999999999942,fake
